trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
305,False,"{'a': 0.015, 'e': 0.04735892439114091}",25,10,30.28281152444819,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.015, 'e': 0.046887695219988486}",30,20,17.641252089560194,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.015, 'e': 0.04642115485743125}",25,19,9.189473225733707,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.015, 'e': 0.045959256649044204}",35,8,52.20237788555764,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.015, 'e': 0.04550195440462157}",25,15,14.810679887495985,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.015, 'e': 0.0450492023935578}",25,0,34.664984344898926,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.015, 'e': 0.044600955340274535}",30,9,36.911517448956,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.015, 'e': 0.04415716841969286}",25,12,24.987720179964327,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.015, 'e': 0.04371779725275094}",25,16,20.679213401881256,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.015, 'e': 0.043282797901965896}",25,12,10.51607861495155,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.015, 'e': 0.04285212686704019}",20,2,31.269642704454586,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.015, 'e': 0.042425741080511385}",25,0,7.0040272378074775,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
317,False,"{'a': 0.015, 'e': 0.04200359790344555}",25,3,36.034897574445985,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.015, 'e': 0.04158565512117316}",25,13,19.654038869789147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.015, 'e': 0.04117187093906774}",30,20,18.04156357590974,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.015, 'e': 0.04076220397836621}",25,7,17.163614716228146,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.015, 'e': 0.04035661327203115}",25,20,9.739261810696446,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.015, 'e': 0.039955058260653896}",25,20,12.45222139623651,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.015, 'e': 0.039557498788398725}",30,23,12.06369000036851,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.015, 'e': 0.039163895098987066}",20,9,19.399207571194058,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.015, 'e': 0.03877420783172201}",25,16,10.396362805095654,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.015, 'e': 0.038388398017552054}",20,0,13.011996801340457,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
327,False,"{'a': 0.015, 'e': 0.038006427075174314}",30,16,23.110921047584068,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.015, 'e': 0.0376282568071762}",20,5,17.945898492940376,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.015, 'e': 0.03725384939621581}",25,8,31.183801559559125,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.015, 'e': 0.036883167401239994}",30,7,32.4149122236746,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.015, 'e': 0.0365161737537404}",20,14,10.315853125508177,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.015, 'e': 0.03615283175404641}",20,10,17.941336655839176,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.015, 'e': 0.0357931050676553}",20,12,13.70073709300495,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.015, 'e': 0.03543695772159864}",30,20,-24.123464896961682,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
335,False,"{'a': 0.015, 'e': 0.035084354100845025}",25,18,11.561974320306954,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.015, 'e': 0.03473525894473856}",30,1,20.320099506407196,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 0}",1
337,False,"{'a': 0.015, 'e': 0.03438963734347271}",25,20,11.568173769495788,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.015, 'e': 0.034047454734599344}",20,7,23.538179497737325,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.015, 'e': 0.033708676899572396}",20,13,13.680701803337632,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.015, 'e': 0.03337326996032608}",25,7,30.445323719735793,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.015, 'e': 0.03304120037588693}",25,8,5.299716540499924,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
342,False,"{'a': 0.015, 'e': 0.03271243493901982}",20,6,24.588999130157205,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.015, 'e': 0.03238694077290704}",20,5,25.68464405600558,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.015, 'e': 0.03206468532786077}",20,10,17.01463746214125,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.015, 'e': 0.03174563637806794}",20,16,6.5839465716378465,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.015, 'e': 0.03142976201836771}",25,17,14.212651217577372,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.015, 'e': 0.03111703066106086}",30,12,25.823394976883463,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.015, 'e': 0.030807411032751076}",20,13,12.229814253681553,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.015, 'e': 0.030500872171217483}",35,18,32.587934740861186,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.015, 'e': 0.0301973834223185}",30,15,29.284748172136332,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.015, 'e': 0.029896914436926308}",20,7,27.300356870813914,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.015, 'e': 0.029599435167892}",20,8,22.163658187882504,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.015, 'e': 0.029304915867040746}",20,11,14.640910644184753,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.015, 'e': 0.029013327082197053}",20,6,25.092046021530223,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.015, 'e': 0.028724639654239423}",25,11,23.862928385534357,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.015, 'e': 0.028438824714184505}",20,13,14.890272902300627,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.015, 'e': 0.028155853680300096}",25,14,20.10193889313673,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.015, 'e': 0.027875698255247015}",20,6,22.86442548362304,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.015, 'e': 0.027598330423249287}",30,17,25.593757099594644,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.015, 'e': 0.02732372244729256}",20,12,12.632582865746373,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.015, 'e': 0.027051846866350416}",20,10,19.902916202271392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.015, 'e': 0.026782676492638175}",25,14,20.35393619273084,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.015, 'e': 0.02651618440889418}",25,13,20.529151980210678,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.015, 'e': 0.02625234396568796}",25,7,33.422225967359154,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.015, 'e': 0.025991128778755347}",25,9,30.186234439231196,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.015, 'e': 0.02573251272635994}",30,17,22.522189864492752,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.015, 'e': 0.025476469946681016}",20,6,22.591457193113605,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.015, 'e': 0.025222974835227212}",20,12,14.002489271192417,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.015, 'e': 0.024972002042276155}",30,18,20.93455291952757,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.015, 'e': 0.024723526470339388}",25,16,18.341979131594165,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.015, 'e': 0.02447752327165267}",25,16,19.604480846596942,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.015, 'e': 0.024233967845691113}",20,6,24.897428888762555,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.015, 'e': 0.023992835836709175}",25,14,9.338764918493927,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
374,False,"{'a': 0.015, 'e': 0.023754103131304997}",30,17,20.700315412646386,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.015, 'e': 0.023517745856009107}",30,19,21.19427048087719,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.015, 'e': 0.023283740374897}",20,13,13.402747528626612,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.015, 'e': 0.02305206328722557}",25,9,29.315182783793066,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.015, 'e': 0.02282269142509297}",20,16,7.797804470813687,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.015, 'e': 0.022595601851121864}",25,16,19.980568181011517,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.015, 'e': 0.02237077185616559}",20,15,7.328870166895942,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.015, 'e': 0.022148178957037315}",20,6,23.219241468804576,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.015, 'e': 0.02192780089426161}",20,7,21.003733239087552,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.015, 'e': 0.02170961562984857}",20,3,26.607329486837482,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.015, 'e': 0.021493601345089923}",20,13,10.694475645080503,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.015, 'e': 0.02127973643837717}",20,4,23.58731717031382,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.015, 'e': 0.021067999523041434}",25,20,7.052403447821865,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.015, 'e': 0.020858369425214716}",20,11,15.066638897914869,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.015, 'e': 0.020650825181712566}",25,9,29.289761950327588,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.015, 'e': 0.020445346037937653}",20,10,15.882930626412485,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.015, 'e': 0.02024191144580439}",30,16,24.216321302907577,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.015, 'e': 0.020040501061684014}",20,14,11.706978303895934,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.015, 'e': 0.019841094744370288}",35,16,34.96195316412628,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.015, 'e': 0.019643672553065292}",20,15,10.117890099684068,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.015, 'e': 0.01944821474538539}",20,4,24.427344177963732,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.015, 'e': 0.01925470177538692}",25,11,25.22995296578525,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.015, 'e': 0.019063114291611637}",25,11,28.71367887397459,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.015, 'e': 0.018873433135151486}",20,9,2.6578838519811674,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.015, 'e': 0.018685639337732773}",25,11,17.00036193396516,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.015, 'e': 0.018499714119819242}",35,21,27.36850405581955,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.015, 'e': 0.01831563888873418}",25,16,16.493856883283463,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.015, 'e': 0.018133395236801075}",20,3,31.187042634808954,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.015, 'e': 0.01795296493950285}",25,10,26.6875390855489,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.015, 'e': 0.01777432995365944}",20,11,15.522574959265732,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.015, 'e': 0.017597472415623393}",20,0,30.28738920881349,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
405,False,"{'a': 0.015, 'e': 0.017422374639493515}",25,16,16.819272996246582,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.015, 'e': 0.017249019115346265}",25,0,32.16919392643503,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
407,False,"{'a': 0.015, 'e': 0.017077388507484793}",20,4,20.142319010020742,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.015, 'e': 0.01690746565270528}",25,12,23.87510728477474,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.015, 'e': 0.016739233558580632}",20,6,25.54081054777301,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.015, 'e': 0.016572675401761255}",20,0,28.01439128974149,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
411,False,"{'a': 0.015, 'e': 0.016407774526292645}",25,9,25.863025841999534,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.015, 'e': 0.01624451444194987}",25,20,10.04562113452439,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.015, 'e': 0.016082878822588433}",20,13,14.039277420347535,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.015, 'e': 0.015922851504511698}",20,11,-25.9563599043422,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
415,False,"{'a': 0.015, 'e': 0.015764416484854486}",25,13,21.158857536847577,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.015, 'e': 0.01560755791998283}",25,11,26.379016156451993,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.015, 'e': 0.015452260123909515}",25,13,24.335053644022686,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.015, 'e': 0.015298507566725518}",20,10,19.36830613075154,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.015, 'e': 0.01514628487304698}",20,14,11.761627265158566,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.015, 'e': 0.014995576820477703}",20,12,2.7028775984231332,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.015, 'e': 0.014846368338086832}",25,14,24.273107921689935,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.015, 'e': 0.014698644504901784}",20,3,21.890300141975324,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.015, 'e': 0.014552390548416123}",25,14,18.00536149507348,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.015, 'e': 0.01440759184311235}",20,14,13.450652369807715,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.015, 'e': 0.014264233908999256}",30,11,36.76950834660131,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.015, 'e': 0.014122302410163962}",25,12,20.17580946121339,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.015, 'e': 0.013981783153338296}",25,11,25.030916197931482,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.015, 'e': 0.013842662086479501}",20,5,23.516605185063913,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.015, 'e': 0.013704925297364945}",25,11,25.514247816418038,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.015, 'e': 0.013568559012200934}",30,13,25.99936842380682,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.015, 'e': 0.013433549594245302}",20,6,21.36369451454925,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.015, 'e': 0.013299883542443767}",25,12,22.718187780418507,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.015, 'e': 0.013167547490079751}",20,16,7.504961009794563,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.015, 'e': 0.013036528203437736}",25,16,14.735507312181502,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.015, 'e': 0.012906812580479862}",25,17,13.502458180449679,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.015, 'e': 0.01277838764953576}",30,24,11.650949140337794,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.015, 'e': 0.012651240568005305}",25,15,18.445259141981825,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.015, 'e': 0.012525358621074385}",30,19,21.915215885760727,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.015, 'e': 0.012400729220443406}",20,12,14.403666884484092,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.015, 'e': 0.012277339903068436}",20,14,10.080880142861938,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.015, 'e': 0.012155178329914935}",20,16,5.364486132773715,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.015, 'e': 0.012034232284723775}",20,10,9.207523384507255,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
443,False,"{'a': 0.015, 'e': 0.011914489672789647}",30,11,34.03967471533856,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.015, 'e': 0.011795938519751562}",25,17,12.482133715573736,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.015, 'e': 0.011678566970395442}",30,18,22.75424543845274,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.015, 'e': 0.011562363287468536}",20,3,26.717817415343255,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.015, 'e': 0.01144731585050571}",25,12,22.514975482002313,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.015, 'e': 0.011333413154667387}",30,13,30.335855031922335,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.015, 'e': 0.011220643809589084}",30,16,27.50102022373113,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.015, 'e': 0.011108996538242306}",20,9,19.8539474672629,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.015, 'e': 0.010998460175806881}",20,9,18.77053320013973,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.015, 'e': 0.01088902366855444}",25,20,8.677257343564886,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.015, 'e': 0.010780676072743084}",25,15,18.29706606297531,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.015, 'e': 0.010673406553522925}",20,13,14.85090579812966,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.015, 'e': 0.010567204383852655}",20,8,8.653654980017327,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.015, 'e': 0.010462058943426795}",20,9,21.808834528488113,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.015, 'e': 0.010357959717613696}",25,4,35.51917380570606,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.015, 'e': 0.010254896296404022}",20,0,20.169134893313927,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
459,False,"{'a': 0.015, 'e': 0.010152858373369763}",20,12,4.691025654993934,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
460,False,"{'a': 0.015, 'e': 0.010051835744633576}",25,14,19.50674991530717,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.015, 'e': 0.00995181830784842}",20,3,26.085894025882848,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.015, 'e': 0.009852796061187257}",25,15,19.84582007030417,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.015, 'e': 0.009754759102342903}",20,15,9.486451831643762,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.015, 'e': 0.009657697627537777}",20,15,8.74093532836721,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.015, 'e': 0.009561601930543505}",20,6,26.51247930867754,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.015, 'e': 0.009466462401710323}",20,0,26.032378213402804,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
467,False,"{'a': 0.015, 'e': 0.009372269527006058}",20,10,18.362781973800693,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.015, 'e': 0.009279013887064744}",25,11,28.667489497549393,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.015, 'e': 0.009186686156244664}",30,14,26.994650009892258,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.015, 'e': 0.009095277101695816}",25,8,32.29553278891502,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.015, 'e': 0.00900477758243656}",20,8,19.63426930460451,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.015, 'e': 0.008915178548439553}",20,8,26.133416123946905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.015, 'e': 0.008826471039726723}",20,14,11.239625397251755,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.015, 'e': 0.00873864618547329}",25,18,12.104731922941355,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.015, 'e': 0.008651695203120634}",30,20,18.917306966721654,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.015, 'e': 0.00856560939749806}",30,24,11.6615840115042,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.015, 'e': 0.00848038015995326}",20,14,11.829924527169343,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.015, 'e': 0.00839599896749147}",25,0,34.5517015459379,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
479,False,"{'a': 0.015, 'e': 0.008312457381923119}",25,14,18.16574245548327,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.015, 'e': 0.00822974704902003}",25,15,19.105629158705796,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.015, 'e': 0.008147859697679982}",20,14,13.97267914547225,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.015, 'e': 0.008066787139099614}",20,12,16.092606874991894,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.015, 'e': 0.007986521265955502}",20,16,6.529198229530564,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.015, 'e': 0.007907054051593441}",20,3,27.36450311309322,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.015, 'e': 0.007828377549225767}",25,9,28.858048904325752,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.015, 'e': 0.007750483891136692}",25,11,29.80451327539111,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.015, 'e': 0.007673365287895489}",20,6,25.81425285351004,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.015, 'e': 0.007597014027577567}",20,2,30.674824396466796,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.015, 'e': 0.00752142247499327}",20,0,25.332553024441825,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
490,False,"{'a': 0.015, 'e': 0.007446583070924338}",25,10,27.678749202364497,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
